identifier,label,set
F4JZG9,Plastid,
Q9M424,Plastid,test
Q9LDY9,Plastid,
Q9M879,Plastid,
O48737,Plastid,
Q43157,Plastid,
Q9STG9,Plastid,
Q6Z2T8,Plastid,
Q8S1D9,Plastid,test
Q8LBP4,Plastid,test
Q9S720,Plastid,
Q9FMX0,Plastid,
Q70G58,Plastid,
Q9LW26,Plastid,
Q0WRJ7,Plastid,
O20250,Plastid,test
Q9S7N7,Plastid,
O24592,Plastid,
Q9C5C8,Plastid,
Q5M755,Plastid,
P00298,Plastid,test
Q9LJL4,Plastid,test
Q9SM57,Plastid,
O48782,Plastid,
Q9MBA2,Plastid,test
Q9M5P3,Plastid,test
Q8S9K3,Plastid,
O23193,Plastid,
Q9M5P4,Plastid,
Q9SEU7,Plastid,
P35476,Plastid,test
Q94AR8,Plastid,
Q1ACB3,Plastid,
G5DBJ0,Plastid,
Q9SEU6,Plastid,
Q9FV52,Plastid,
Q9C5J8,Plastid,
O23614,Plastid,
Q9SQI8,Plastid,
Q39249,Plastid,
Q9CAP8,Plastid,
Q8RY46,Plastid,
Q39129,Plastid,
Q50L36,Plastid,
Q9LMR3,Plastid,test
Q9LJE4,Plastid,
Q3EBR6,Plastid,test
Q8GYC7,Plastid,
B6RGY0,Plastid,test
Q93Y52,Plastid,
P12359,Plastid,test
Q8L770,Plastid,
Q75GT3,Plastid,
Q8L774,Plastid,
P12353,Plastid,test
P12354,Plastid,
Q941D3,Plastid,test
Q9XFT3,Plastid,
Q9FM80,Plastid,
Q9FYC2,Plastid,
Q9LZH8,Plastid,
Q40424,Plastid,test
Q9M812,Plastid,
P42699,Plastid,test
Q50EK2,Plastid,
Q86G50,Plastid,
Q93ZN9,Plastid,
B8XA40,Plastid,
Q9FNJ8,Plastid,test
Q9FNJ9,Plastid,test
F4IQV7,Plastid,
Q9FGC7,Plastid,
Q8GTR4,Plastid,
P0CJ43,Plastid,
Q6NLQ7,Plastid,
Q9FN48,Plastid,test
Q84MB5,Plastid,
Q9FK23,Plastid,
Q9STE8,Plastid,
Q9SSR1,Plastid,
O22137,Plastid,
Q94KU2,Plastid,
Q9XI73,Plastid,
P17745,Plastid,
Q5UB07,Plastid,
Q0WUA3,Plastid,test
O24600,Plastid,
O22914,Plastid,
O49629,Plastid,
P83524,Plastid,
P83525,Plastid,
P83526,Plastid,
P83527,Plastid,
P83520,Plastid,
Q93V66,Plastid,
A2RVM0,Plastid,
Q96291,Plastid,
Q945F0,Plastid,
Q8L7S9,Plastid,
Q7XYS8,Plastid,
Q8L7S8,Plastid,
Q9ZQC5,Plastid,
Q9SYM0,Plastid,
F4KDA6,Plastid,
O65220,Plastid,
Q8VYL1,Plastid,
Q9M2P7,Plastid,
O64903,Plastid,
Q6RVV4,Plastid,
O80885,Plastid,test
Q9M7X9,Plastid,test
P11490,Plastid,test
B9DFX7,Plastid,
Q9C9C0,Plastid,
Q93Z53,Plastid,
Q8H0M1,Plastid,
Q9SZ63,Plastid,
Q8W4G3,Plastid,
P45951,Plastid,
Q9MV14,Plastid,
Q9ZTZ7,Plastid,test
Q058P6,Plastid,
Q9LRR7,Plastid,
O24310,Plastid,
Q9C5D0,Plastid,
Q8GZ79,Plastid,
Q9SXJ7,Plastid,
Q9SXJ6,Plastid,test
Q9ZQZ9,Plastid,test
Q94AX2,Plastid,
P52410,Plastid,
Q93VC7,Plastid,
Q94CE3,Plastid,
Q8GX78,Plastid,
O82261,Plastid,test
Q84RQ7,Plastid,
Q944G9,Plastid,
Q01667,Plastid,
A8MS68,Plastid,
Q9S834,Plastid,test
Q94AQ8,Plastid,
Q6DYE4,Plastid,
Q9ZUY3,Plastid,test
Q8LFP9,Plastid,test
P46309,Plastid,
Q8LDD3,Plastid,
K4CF70,Plastid,
Q9SW18,Plastid,test
Q9FIM2,Plastid,
P18068,Plastid,
Q9S7D8,Plastid,
Q7XJR2,Plastid,
P21240,Plastid,
O80860,Plastid,
Q9S7D1,Plastid,
O22241,Plastid,test
Q8LE52,Plastid,test
Q9LZS3,Plastid,test
Q84X53,Plastid,
Q8GW78,Plastid,
Q42529,Plastid,
O82390,Plastid,
Q9ZUR7,Plastid,
O82392,Plastid,
Q9FN89,Plastid,
R4X244,Plastid,
Q93WX6,Plastid,test
Q8VZT6,Plastid,
Q8LEU3,Plastid,
F4KF14,Plastid,
Q03460,Plastid,
Q38786,Plastid,
Q6NPM8,Plastid,test
Q40983,Plastid,test
Q42512,Plastid,test
Q9ZU32,Plastid,
O04983,Plastid,
Q9SUI4,Plastid,
Q9LLC1,Plastid,
Q9SIN9,Plastid,
Q9SMS0,Plastid,
Q9LLC6,Plastid,test
O22779,Plastid,
Q9SSE7,Plastid,test
Q9XIK3,Plastid,
F4IHL3,Plastid,
O65023,Plastid,
Q56X46,Plastid,
Q9M024,Plastid,
Q948J9,Plastid,
Q9LD43,Plastid,
O80429,Plastid,
Q9LD46,Plastid,
Q39002,Plastid,test
P83582,Plastid,
P83583,Plastid,
Q9SAJ3,Plastid,
P83584,Plastid,
P83585,Plastid,
P82281,Plastid,
Q94B35,Plastid,
Q9STF2,Plastid,
Q8S339,Plastid,
K4C9E2,Plastid,test
Q9CAC5,Plastid,test
Q9LU39,Plastid,
Q84JF5,Plastid,
Q84JF0,Plastid,
Q9ZP27,Plastid,
Q9ZP20,Plastid,
Q94AT5,Plastid,
Q9ZW84,Plastid,
Q93YN0,Plastid,
Q8GWP5,Plastid,
Q94FY8,Plastid,
Q94JQ3,Plastid,
Q94JQ4,Plastid,
Q94ID3,Plastid,test
Q94ID2,Plastid,test
Q6ATB4,Plastid,
Q9C9L4,Plastid,
Q9SAC6,Plastid,
Q75HZ9,Plastid,
Q8LDV3,Plastid,test
Q8RXS1,Plastid,
Q8SKU2,Plastid,
O64654,Plastid,test
Q96255,Plastid,
Q69RJ0,Plastid,
Q8LBV4,Plastid,
Q84K96,Plastid,
Q9SVC4,Plastid,
Q9LZP9,Plastid,
Q9M001,Plastid,
Q9LIB2,Plastid,test
Q058N4,Plastid,
P0C7R1,Plastid,
Q93YW0,Plastid,
Q9T0A4,Plastid,
Q9C667,Plastid,
Q9S7H8,Plastid,test
P00288,Plastid,test
Q9SIE1,Plastid,
P00289,Plastid,test
P68166,Plastid,
P68164,Plastid,
P68163,Plastid,
O82291,Plastid,test
P43188,Plastid,
Q9STS7,Plastid,
Q195N6,Plastid,
Q42527,Plastid,
Q944H2,Plastid,test
Q9SYW8,Plastid,
P00287,Plastid,test
Q8GWE0,Plastid,
Q9XI84,Plastid,test
Q9LLY4,Plastid,
Q9LEW8,Plastid,
P23321,Plastid,test
Q8GXF8,Plastid,
B6TRH4,Plastid,
P48629,Plastid,
Q7X6P3,Plastid,
Q6ZY51,Plastid,
Q9SSA5,Plastid,test
Q9SK50,Plastid,
Q9LS03,Plastid,
Q9LS02,Plastid,
Q9LS01,Plastid,
Q94A41,Plastid,
P12113,Plastid,
Q76FS5,Plastid,
Q8VY09,Plastid,
Q9ZVL6,Plastid,test
F4KHG6,Plastid,
Q8LCT3,Plastid,test
Q9FN52,Plastid,
Q7SIB8,Plastid,test
Q9S713,Plastid,
F4JHA2,Plastid,
Q9SR77,Plastid,
P19407,Plastid,
O48741,Plastid,
Q9SR70,Plastid,test
Q9SSS9,Plastid,test
Q7XB14,Plastid,
Q84WN0,Plastid,
P37272,Plastid,
Q681Y3,Plastid,test
Q9LX31,Plastid,
Q9LVY0,Plastid,
P55217,Plastid,
Q41932,Plastid,
Q9LR75,Plastid,
Q8LPR8,Plastid,
Q9SJ02,Plastid,
P29344,Plastid,
Q9LZB8,Plastid,
O23553,Plastid,
Q9LRM7,Plastid,
Q9FIG9,Plastid,
Q94F00,Plastid,test
P84338,Plastid,test
Q75W17,Plastid,
Q7Y1W1,Plastid,test
Q9ZVZ9,Plastid,
Q9SI75,Plastid,
Q9M7I9,Plastid,
Q9SQK3,Plastid,test
Q9FI56,Plastid,
Q8H0W0,Plastid,
Q8H0W1,Plastid,
Q9LF50,Plastid,
Q9LYA9,Plastid,
Q8H124,Plastid,
Q8LK93,Plastid,
Q94AY1,Plastid,
Q9C5W3,Plastid,
Q8LIY8,Plastid,
Q9FKW6,Plastid,
Q949Q5,Plastid,test
Q93W20,Plastid,
Q9M9V6,Plastid,test
Q9FMW8,Plastid,
Q9M1V3,Plastid,
P07465,Plastid,
Q8H103,Plastid,
Q8GWS0,Plastid,
O49292,Plastid,
Q9C7I8,Plastid,
P52032,Plastid,
Q9C7I5,Plastid,
Q9SRE0,Plastid,
Q84Y95,Plastid,
P82869,Plastid,test
Q9FZ89,Plastid,
O22870,Plastid,
P60315,Plastid,
Q9STW6,Plastid,
Q9CA83,Plastid,
Q3E9A0,Plastid,
O82258,Plastid,
Q8LCA1,Plastid,
P82658,Plastid,
Q9SCX9,Plastid,
O82251,Plastid,
Q9FG36,Plastid,test
Q9LI74,Plastid,
Q0WMZ5,Plastid,test
Q0WPT7,Plastid,
Q9LW57,Plastid,
Q9SKZ5,Plastid,test
Q38853,Plastid,
Q7XA78,Plastid,test
Q8W493,Plastid,
Q9LTX9,Plastid,
O04130,Plastid,
Q9FL87,Plastid,
Q9SIF2,Plastid,
Q94A03,Plastid,
A7VLV2,Plastid,
A7VLV1,Plastid,
Q9ASS6,Plastid,
Q41387,Plastid,
P00299,Plastid,test
P34802,Plastid,
Q9SEU8,Plastid,
P00293,Plastid,test
P00292,Plastid,test
P00291,Plastid,test
P00290,Plastid,test
P00297,Plastid,test
P00296,Plastid,test
P00295,Plastid,test
P00294,Plastid,test
P82538,Plastid,
P27684,Plastid,test
P93740,Plastid,
Q9CAF2,Plastid,
B9DFG3,Plastid,
Q9SJU4,Plastid,
P42762,Plastid,
Q9SJU9,Plastid,
Q9LUW0,Plastid,
Q9FJ82,Plastid,
Q9MA15,Plastid,
Q40406,Plastid,
A1L4X0,Plastid,
Q9ZST9,Plastid,
Q9SJX7,Plastid,
Q84KI6,Plastid,
Q9LY74,Plastid,
O23166,Plastid,
Q9SL05,Plastid,
P82163,Plastid,
Q9ASX5,Plastid,
O49505,Plastid,
Q8GT66,Plastid,
Q9STY4,Plastid,
O65258,Plastid,
B6TVL4,Plastid,test
O49562,Plastid,
Q8GWA7,Plastid,
P83523,Plastid,
O22773,Plastid,
Q9LN01,Plastid,
P69242,Plastid,
Q8RWL5,Plastid,
Q9FYL3,Plastid,
Q84ST4,Plastid,
Q9ZU52,Plastid,
Q56X52,Plastid,test
Q9LVV5,Plastid,test
Q9LE95,Plastid,
Q8LEK4,Plastid,
Q9M2W2,Plastid,
O23342,Plastid,test
Q9LS48,Plastid,
Q9SGD6,Plastid,test
P20422,Plastid,test
P46312,Plastid,
Q9LU21,Plastid,test
P10796,Plastid,
P10795,Plastid,
Q9SM43,Plastid,
Q9SM44,Plastid,
Q1KPV0,Plastid,
O04921,Plastid,
Q9SS38,Plastid,
O22056,Plastid,
Q9SY97,Plastid,
O82741,Plastid,
Q9FGS4,Plastid,
Q43715,Plastid,
Q8LEE8,Plastid,
Q9FGS0,Plastid,
O24163,Plastid,
Q9LT69,Plastid,
Q5M731,Plastid,
Q9SRS3,Plastid,
Q9XFH9,Plastid,
Q8GZQ3,Plastid,
F4IV66,Plastid,
F4J117,Plastid,
B9DFZ0,Plastid,test
Q9XFH8,Plastid,
Q94A82,Plastid,
Q6STH5,Plastid,
Q9SD67,Plastid,
Q94AL8,Plastid,
Q9FVR6,Plastid,
Q9M401,Plastid,
Q9M158,Plastid,
O22609,Plastid,test
Q8W593,Plastid,
Q6H6N5,Plastid,
Q39102,Plastid,
Q93Y07,Plastid,
O78310,Plastid,
Q84R11,Plastid,
O81208,Plastid,
P17341,Plastid,test
Q9S7I0,Plastid,test
Q9FYB5,Plastid,
Q8GW20,Plastid,test
Q93VK5,Plastid,
Q9C8J6,Plastid,test
Q0WMY5,Plastid,test
Q9ZUU4,Plastid,
O49485,Plastid,
Q5F4K8,Plastid,
F4I0K2,Plastid,
O23647,Plastid,test
F4HVG8,Plastid,
Q948R1,Plastid,test
Q8RXA8,Plastid,
B8XA41,Plastid,
Q94A68,Plastid,test
Q6DBN2,Plastid,
Q9FZ47,Plastid,
Q84VQ4,Plastid,test
P19954,Plastid,
P80471,Plastid,
Q93ZC5,Plastid,
Q8VY77,Plastid,
Q9LQC0,Plastid,
Q9FM68,Plastid,
Q9FM67,Plastid,
Q9C6Z1,Plastid,
Q9SZC9,Plastid,
Q6NPF9,Plastid,
Q9SJZ7,Plastid,
Q93WD2,Plastid,
F4K2A1,Plastid,
O22265,Plastid,
Q9C8M2,Plastid,
Q9FNH4,Plastid,
P00300,Plastid,
Q8VY16,Plastid,
Q9LU64,Plastid,
F4ICF4,Plastid,
Q9SGH4,Plastid,
Q94K75,Plastid,
P82715,Plastid,test
Q41738,Plastid,test
Q5IZC8,Plastid,
Q41739,Plastid,test
A6YSL1,Plastid,test
Q7XA87,Plastid,
Q9FK13,Plastid,
F4IY62,Plastid,
O22832,Plastid,
P07030,Plastid,test
O04196,Plastid,test
P48529,Plastid,
P48528,Plastid,
F4I1G5,Plastid,
Q9LTR2,Plastid,
Q9SW33,Plastid,
Q9ZS97,Plastid,
P0DKC4,Plastid,
Q8RWG2,Plastid,
Q8RVC7,Plastid,test
Q941F1,Plastid,test
P0DKC3,Plastid,
O82660,Plastid,
O49668,Plastid,
Q8GT74,Plastid,
Q9FIF7,Plastid,
Q9XII1,Plastid,
Q9FJW6,Plastid,
Q8VXQ2,Plastid,
P82277,Plastid,
Q8GZR2,Plastid,
O49931,Plastid,
P42804,Plastid,
Q6TBX7,Plastid,
Q94BU1,Plastid,
Q9FI46,Plastid,
Q9SGA2,Plastid,
O48722,Plastid,
Q8VYN6,Plastid,test
O48721,Plastid,
Q84V18,Plastid,
O04348,Plastid,test
Q9FXE3,Plastid,
Q9FK88,Plastid,
O22160,Plastid,test
Q38906,Plastid,
Q9ST69,Plastid,test
Q84JH7,Plastid,test
Q9LZD0,Plastid,
Q9C503,Plastid,
Q8H112,Plastid,
Q9SZ42,Plastid,
Q9LU10,Plastid,test
Q8GXU8,Plastid,
O24629,Plastid,
Q9S7M0,Plastid,
O24621,Plastid,
O49290,Plastid,
Q84N49,Plastid,test
Q84N48,Plastid,test
Q9S841,Plastid,test
Q05753,Plastid,
Q9FMD5,Plastid,
O49196,Plastid,
Q8H1Q1,Plastid,
P34791,Plastid,
Q9LXX5,Plastid,
F4IW47,Plastid,test
Q9MA46,Plastid,
Q9ZTS2,Plastid,
Q6ZH94,Plastid,
Q9ZWM5,Plastid,
Q9ZST4,Plastid,
Q9SCY3,Plastid,test
Q9SCY2,Plastid,test
F4JVI3,Plastid,
Q8GS60,Plastid,
Q9LUD9,Plastid,
Q9SN86,Plastid,
O48917,Plastid,
Q9FYT6,Plastid,
P47924,Plastid,
P27787,Plastid,
Q8S4F6,Plastid,test
Q9SX29,Plastid,
Q42440,Plastid,
Q9MAH3,Plastid,
K7WIZ6,Plastid,
P26956,Plastid,
P0CV96,Plastid,
Q8L6J1,Plastid,
Q9SA96,Plastid,test
Q9CA67,Plastid,
Q9AWA5,Plastid,
Q949U7,Plastid,
B8B0E2,Plastid,test
Q96398,Plastid,
Q04836,Plastid,
Q9NQ79,Extracellular,test
P83455,Extracellular,
P45846,Extracellular,test
Q9PSN1,Extracellular,
Q9PSN6,Extracellular,
P84818,Extracellular,
P15226,Extracellular,
Q01972,Extracellular,
P84810,Extracellular,
O60462-6,Extracellular,test
Q86AV4,Extracellular,
Q8WQK0,Extracellular,
Q84J95,Extracellular,
Q7YR83,Extracellular,test
P01420,Extracellular,
D4AQ52,Extracellular,
Q0VTU0,Extracellular,
Q58T42,Extracellular,
P84651,Extracellular,
P07713,Extracellular,
P30292,Extracellular,test
H2A0L7,Extracellular,
H2A0L6,Extracellular,
H2A0L5,Extracellular,
H2A0L4,Extracellular,
H2A0L3,Extracellular,
H2A0L2,Extracellular,
H2A0L1,Extracellular,
H2A0L0,Extracellular,
P29717,Extracellular,
H2A0L9,Extracellular,test
H2A0L8,Extracellular,
P83704,Extracellular,
P29060,Extracellular,
P0CT48,Extracellular,
P02767,Extracellular,
Q9P8W5,Extracellular,test
Q680I5,Extracellular,
Q9P8W1,Extracellular,test
Q9P8W0,Extracellular,test
P01494,Extracellular,
Q9P8W2,Extracellular,test
O11780,Extracellular,test
Q70PY2,Extracellular,
P83636,Extracellular,test
Q61400,Extracellular,
Q9BPH1,Extracellular,
P91850,Extracellular,
Q5EF78,Extracellular,
C6EVG7,Extracellular,
D3JXM1,Extracellular,
P60237,Extracellular,
Q01117,Extracellular,test
P17936,Extracellular,test
D4ATR3,Extracellular,
P27731,Extracellular,
Q9C7N5,Extracellular,
P01014,Extracellular,
P01012,Extracellular,
Q8N2S1,Extracellular,
D4AZ24,Extracellular,test
Q09165,Extracellular,
Q8LG89,Extracellular,
P15516,Extracellular,
Q8T0W8,Extracellular,test
P24001,Extracellular,
Q8T0W1,Extracellular,
Q66K79,Extracellular,test
Q8T0W3,Extracellular,test
Q8T0W4,Extracellular,
Q8T0W5,Extracellular,test
Q9UHF1,Extracellular,
Q9NPF7,Extracellular,test
Q9FZA2,Extracellular,
Q7T2X6,Extracellular,
Q7T2X7,Extracellular,
Q90ZI3,Extracellular,
P86408,Extracellular,
P04115,Extracellular,
P86403,Extracellular,
P86404,Extracellular,
P86405,Extracellular,
Q4U4T0,Extracellular,
P86407,Extracellular,
C6JUP2,Extracellular,
C6JUP3,Extracellular,
C6JUP1,Extracellular,
P82140,Extracellular,
P86399,Extracellular,test
D4B1R0,Extracellular,
P0CB20,Extracellular,test
Q9H4F8,Extracellular,test
Q5FW60,Extracellular,test
P45663,Extracellular,
P11597,Extracellular,test
Q8IN44,Extracellular,test
P86716,Extracellular,test
B3A0S4,Extracellular,test
D4AL88,Extracellular,
P86718,Extracellular,test
Q8W4J3,Extracellular,
Q7T3J2,Extracellular,
Q4QXT8,Extracellular,
Q9PRI1,Extracellular,
Q9NII5,Extracellular,
Q9NII6,Extracellular,
Q9NII7,Extracellular,
Q9JJZ5,Extracellular,test
P25518,Extracellular,
P80703,Extracellular,
P04824,Extracellular,
D4ALW9,Extracellular,test
B3A0Q9,Extracellular,test
D4AQ54,Extracellular,
B3A0Q3,Extracellular,
B3A0Q2,Extracellular,test
B3A0Q1,Extracellular,test
P15692,Extracellular,
B3A0Q7,Extracellular,
B3A0Q5,Extracellular,
B3A0Q4,Extracellular,test
P81030,Extracellular,
P81031,Extracellular,
Q867F4,Extracellular,
P55145,Extracellular,
P50390,Extracellular,
P13213,Extracellular,
P38616,Extracellular,
Q801X7,Extracellular,
P12100,Extracellular,
P62389,Extracellular,
B6V9X0,Extracellular,
Q56VR3,Extracellular,
P84716,Extracellular,
P84715,Extracellular,
Q9PSM8,Extracellular,
Q9PSM9,Extracellular,
P81996,Extracellular,
D4B1N9,Extracellular,
Q1A3R1,Extracellular,test
Q03180,Extracellular,test
A2VBC4,Extracellular,
Q9GSA4,Extracellular,
Q5A0X8,Extracellular,
G0LWV9,Extracellular,
D4AMW3,Extracellular,test
Q9VA70,Extracellular,
D4B0V1,Extracellular,
Q90282,Extracellular,
P61366,Extracellular,
Q0VTT9,Extracellular,
Q0VTT8,Extracellular,
D4AQ27,Extracellular,
R4J7Z9,Extracellular,
Q6UWY5,Extracellular,test
Q13822,Extracellular,
E0D877,Extracellular,
P30288,Extracellular,test
H2A0K6,Extracellular,test
H2A0K7,Extracellular,
P83441,Extracellular,
H2A0K8,Extracellular,
H2A0K9,Extracellular,test
Q8NJQ5,Extracellular,
Q8VE43,Extracellular,test
Q9JHH6,Extracellular,test
Q8MZJ8,Extracellular,
P34073,Extracellular,
P34074,Extracellular,
P34075,Extracellular,
P34076,Extracellular,
Q4ZJM9,Extracellular,
Q9W7J5,Extracellular,
P29182,Extracellular,
P29180,Extracellular,
Q49AH0,Extracellular,
Q9BQB4,Extracellular,test
P10460,Extracellular,
P11997,Extracellular,
P11995,Extracellular,
P03973,Extracellular,test
Q9VD83,Extracellular,
Q9W3W5,Extracellular,
Q9BPI0,Extracellular,
Q7TQ62,Extracellular,
O48809,Extracellular,
D2Y2D1,Extracellular,
D2Y2D3,Extracellular,
D2Y2D2,Extracellular,
D2Y2D7,Extracellular,
P17454,Extracellular,
P05486,Extracellular,
D8VPP5,Extracellular,
P83997,Extracellular,
P85247,Extracellular,
B3A0R3,Extracellular,test
Q969J5,Extracellular,
P06296,Extracellular,test
O61705,Extracellular,
Q40161,Extracellular,test
A2AJ76,Extracellular,
D4AX35,Extracellular,
D2X5V5,Extracellular,
Q9GL25,Extracellular,test
B3A0R5,Extracellular,test
Q9PUB7,Extracellular,
P09031,Extracellular,test
Q9VLJ6,Extracellular,test
B3EWF2,Extracellular,
B3EWF5,Extracellular,test
B3EWF4,Extracellular,test
P09036,Extracellular,
B3EWF6,Extracellular,test
B3EWF8,Extracellular,
Q39176,Extracellular,
Q9XEC4,Extracellular,
Q9EQ14,Extracellular,test
Q8R1L8,Extracellular,
P01493,Extracellular,
P15502,Extracellular,
P00992,Extracellular,
P79953,Extracellular,test
P00995,Extracellular,
D4AY02,Extracellular,
P00998,Extracellular,
P24014,Extracellular,
Q8GW72,Extracellular,
B3A0R2,Extracellular,
O46375,Extracellular,
P85506,Extracellular,
D4AXW3,Extracellular,
P86419,Extracellular,
Q2LMP1,Extracellular,
D4ARW0,Extracellular,
Q6H321,Extracellular,
P82172,Extracellular,
Q9V3D4,Extracellular,
D4APQ6,Extracellular,
Q9ZPE7,Extracellular,
P86389,Extracellular,
Q8BQB4,Extracellular,
Q9VMD9,Extracellular,
Q6NUI6,Extracellular,
P85059,Extracellular,
Q17025,Extracellular,test
Q25519,Extracellular,
A0ZSK4,Extracellular,
P86093,Extracellular,
P86097,Extracellular,
P86096,Extracellular,
P86095,Extracellular,
P86094,Extracellular,
P60772,Extracellular,
P60773,Extracellular,
P86099,Extracellular,
P60771,Extracellular,
P60774,Extracellular,
P60775,Extracellular,
Q8T115,Extracellular,
Q8T113,Extracellular,
P19999,Extracellular,
B3A0N5,Extracellular,
P59368,Extracellular,
D4ALV6,Extracellular,
P67863,Extracellular,
P67862,Extracellular,
P67861,Extracellular,
Q9WVL7,Extracellular,
Q8J0I9,Extracellular,
P86899,Extracellular,test
Q8MJF1,Extracellular,
Q84WS0,Extracellular,
Q8C6K9,Extracellular,
P86875,Extracellular,
Q9HE18,Extracellular,
P86871,Extracellular,
P86870,Extracellular,
P86872,Extracellular,
Q6V9X0,Extracellular,test
O94753,Extracellular,test
Q8NIJ4,Extracellular,
O15537,Extracellular,
Q9VMR8,Extracellular,
Q3L245,Extracellular,
Q9QXT5,Extracellular,
M9P2C1,Extracellular,test
Q54PR9,Extracellular,
Q7SZN0,Extracellular,
Q98SV1,Extracellular,
Q6UY14,Extracellular,
P84011,Extracellular,
P13582,Extracellular,
P84012,Extracellular,
P84014,Extracellular,
P22977,Extracellular,
O74288,Extracellular,
P83893,Extracellular,
P05017,Extracellular,
J9VY90,Extracellular,test
Q6T5L0,Extracellular,
P84631,Extracellular,
Q8WWQ2,Extracellular,test
P83942,Extracellular,
X2JCV5,Extracellular,
D4ANB6,Extracellular,
D4AWC9,Extracellular,test
P29268,Extracellular,
P25680,Extracellular,
Q8ISB6,Extracellular,test
P25683,Extracellular,
Q8NJP6,Extracellular,
Q00604,Extracellular,
G3HIK4,Extracellular,test
C0IW58,Extracellular,test
P25684,Extracellular,test
Q76DI2,Extracellular,test
Q4VP10,Extracellular,
P09486,Extracellular,
Q9BPJ7,Extracellular,
P10456,Extracellular,
P10457,Extracellular,
P10458,Extracellular,
D4ARB1,Extracellular,
P47001,Extracellular,
Q9M069,Extracellular,test
P60234,Extracellular,
Q9TXD8,Extracellular,test
Q99MS4,Extracellular,test
Q01176,Extracellular,
P84276,Extracellular,
Q5K4E3,Extracellular,test
Q1HA14,Extracellular,
M1JBC0,Extracellular,
O76199,Extracellular,
Q6PXP0,Extracellular,
P0C7I2,Extracellular,
K9MCH1,Extracellular,
Q68KK0,Extracellular,test
P01033,Extracellular,
P01034,Extracellular,
P01036,Extracellular,
P01037,Extracellular,
Q61114,Extracellular,
F5CPD5,Extracellular,
F5CPD6,Extracellular,
F5CPD7,Extracellular,
F5CPD8,Extracellular,
F5CPD9,Extracellular,
P49141,Extracellular,
P49142,Extracellular,
A2AJB7,Extracellular,
Q5AAU5,Extracellular,
Q9HEZ1,Extracellular,
Q9EQ21,Extracellular,
P0DMT2,Extracellular,
P01409,Extracellular,
P35624,Extracellular,
P0CAY6,Extracellular,
Q9VBL6,Extracellular,
Q9VBL7,Extracellular,
Q6KF10,Extracellular,
W0HJ53,Extracellular,
Q08380,Extracellular,
Q2VF17,Extracellular,
Q9BSG0,Extracellular,
P98064,Extracellular,
Q9NPH9,Extracellular,
I1S2K3,Extracellular,
B9A8D7,Extracellular,
P53616,Extracellular,
Q8JFX7,Extracellular,
Q6PRW6,Extracellular,
G5EGH7,Extracellular,
Q5S7A8,Extracellular,
Q9PW19,Extracellular,
Q9T0K5,Extracellular,
D4ARV2,Extracellular,
A0ZSK3,Extracellular,
P21750,Extracellular,test
C5J8E3,Extracellular,test
Q1ELV0,Extracellular,
Q9JIE6,Extracellular,test
O57382,Extracellular,
O94813,Extracellular,
Q12562,Extracellular,
F1NSM7,Extracellular,
B8YG19,Extracellular,test
F8J2F2,Extracellular,
Q5FW85,Extracellular,test
Q13219,Extracellular,
D4N4Z9,Extracellular,test
P25681,Extracellular,test
Q76LU6,Extracellular,
Q76LU5,Extracellular,
P25682,Extracellular,
P14612,Extracellular,
P14613,Extracellular,
P25687,Extracellular,
Q3YEE9,Extracellular,test
Q3YEE8,Extracellular,test
D4ATH2,Extracellular,test
Q7T3L1,Extracellular,test
Q1L6U9,Extracellular,
O02350,Extracellular,
P59936,Extracellular,test
P59938,Extracellular,
P59939,Extracellular,
B5A7N4,Extracellular,
P60615,Extracellular,
P60616,Extracellular,
Q8K3I6,Extracellular,
O09118,Extracellular,
Q7Z1K3,Extracellular,
M5A8F1,Extracellular,
Q99PS8,Extracellular,
Q2I2Q5,Extracellular,
Q9UAH3,Extracellular,
C0HJQ8,Extracellular,
P0C929,Extracellular,
A4QUT2,Extracellular,
C0HJQ4,Extracellular,
C0HJQ5,Extracellular,test
Q91401,Extracellular,
Q7TMF5,Extracellular,
P86110,Extracellular,
P83904,Extracellular,
O74168,Extracellular,
C0HJC1,Extracellular,
Q9I8M9,Extracellular,
Q27J47,Extracellular,
P35035,Extracellular,test
P80188,Extracellular,test
P81908,Extracellular,
Q27J49,Extracellular,
O35568,Extracellular,
Q8BZQ2,Extracellular,test
B5U6Y8,Extracellular,
P84028,Extracellular,
Q9JJN5,Extracellular,test
B5U6Y4,Extracellular,
K0P7H2,Extracellular,test
P83559,Extracellular,
Q5Y4V8,Extracellular,
Q54PA4,Extracellular,
Q5Y4V6,Extracellular,
P83553,Extracellular,test
Q5Y4V2,Extracellular,
Q9Y0X6,Extracellular,
P83952,Extracellular,
B6V874,Extracellular,
Q94637,Extracellular,test
D4AUH1,Extracellular,test
P70158,Extracellular,test
D4AUH6,Extracellular,
P84281,Extracellular,
Q9HFH0,Extracellular,
Q9XZ63,Extracellular,
D4AQA7,Extracellular,
Q9P403,Extracellular,
Q4VP09,Extracellular,
Q4VP08,Extracellular,
E7EKD4,Extracellular,test
P84516,Extracellular,
Q8T0W2,Extracellular,
P07457,Extracellular,
Q61477,Extracellular,test
Q93243,Extracellular,
Q6PQK2,Extracellular,test
P91889,Extracellular,test
Q8X168,Extracellular,test
Q4TTV7,Extracellular,test
P04196,Extracellular,
P83377,Extracellular,
P01592,Extracellular,
P09230,Extracellular,
P01023,Extracellular,
Q8BGU2,Extracellular,
